Reacher-v10_seed_1,Reacher-v10_seed_2,Reacher-v10_seed_3,Reacher-v11_seed_1,Reacher-v11_seed_2,Reacher-v11_seed_3,Reacher-v12_seed_1,Reacher-v12_seed_2,Reacher-v12_seed_3,Reacher-v20_seed_1,Reacher-v20_seed_2,Reacher-v20_seed_3,Reacher-v21_seed_1,Reacher-v21_seed_2,Reacher-v21_seed_3,Reacher-v22_seed_1,Reacher-v22_seed_2,Reacher-v22_seed_3,Reacher-v30_seed_1,Reacher-v30_seed_2,Reacher-v30_seed_3,Reacher-v31_seed_1,Reacher-v31_seed_2,Reacher-v31_seed_3,Reacher-v32_seed_1,Reacher-v32_seed_2,Reacher-v32_seed_3,Reacher-v40_seed_1,Reacher-v40_seed_2,Reacher-v40_seed_3,Reacher-v41_seed_1,Reacher-v41_seed_2,Reacher-v41_seed_3,Reacher-v42_seed_1,Reacher-v42_seed_2,Reacher-v42_seed_3,Reacher-v50_seed_1,Reacher-v50_seed_2,Reacher-v50_seed_3,Reacher-v51_seed_1,Reacher-v51_seed_2,Reacher-v51_seed_3,Reacher-v52_seed_1,Reacher-v52_seed_2,Reacher-v52_seed_3,Reacher-v60_seed_1,Reacher-v60_seed_2,Reacher-v60_seed_3,Reacher-v61_seed_1,Reacher-v61_seed_2,Reacher-v61_seed_3,Reacher-v62_seed_1,Reacher-v62_seed_2,Reacher-v62_seed_3
-55.67529296875,-52.3627815246582,-49.81482696533203,-76.47515869140625,-323.0945129394531,-60.77786254882813,-52.39474868774414,-32.471569061279304,-6.804476737976074,-75.02764129638672,-61.11653137207031,-64.13953399658203,-63.56829833984375,-62.58390426635742,-40.79922866821289,-90.5912094116211,-86.04739379882812,-60.33330154418945,-94.90337371826172,-123.33706665039062,-161.78176879882812,-111.58783721923828,-81.0688705444336,-131.34330749511722,-97.86485290527344,-101.74657440185548,-122.95555114746094,-118.05755615234376,-117.50495910644531,-124.19358825683594,-87.37557983398438,-117.88267517089844,-80.76675415039062,-112.5012435913086,-123.73308563232422,-129.99568176269528,-102.02220153808594,-92.6646957397461,-100.65834045410156,-101.03922271728516,-95.5927734375,-122.6200942993164,-105.62772369384766,-137.23139953613278,-130.29573059082028,-153.94540405273438,-139.62005615234378,-157.34979248046875,-138.20657348632812,-148.6779327392578,-130.71699523925778,-134.98481750488278,-148.54722595214844,-130.87803649902344
-31.175447463989247,-54.35081481933594,-55.9903678894043,-75.3393325805664,-351.27423095703125,-80.44142150878906,-56.87643051147461,-49.27327728271485,-62.51877975463867,-90.32240295410156,-53.35505676269531,-59.845191955566406,-92.6725616455078,-56.42789840698242,-64.77060699462889,-127.72364807128906,-65.34181976318361,-74.78372192382812,-150.8045654296875,-99.71440887451172,-164.3011016845703,-115.78929901123048,-67.02186584472656,-82.59765625,-134.5223388671875,-87.0935287475586,-126.78768920898438,-90.76734161376952,-89.30224609375,-109.43353271484376,-59.68344497680664,-106.46214294433594,-87.49866485595703,-97.08200073242188,-112.8341293334961,-133.72433471679688,-120.48336029052734,-127.75796508789062,-144.06124877929688,-156.90354919433594,-107.3606185913086,-169.94583129882812,-151.27333068847656,-157.2105712890625,-166.31231689453125,-142.16958618164062,-236.00424194335938,-170.7997589111328,-93.03678131103516,-198.7526092529297,-100.27708435058594,-142.31475830078125,-206.24497985839844,-130.08245849609375
-45.03243637084961,-43.696678161621094,-52.784523010253906,-71.39730072021484,-319.1855773925781,-80.90528869628906,-46.11175155639648,-34.16048812866211,-56.65576934814453,-67.49288177490234,-68.71560668945311,-49.13910293579102,-75.86656951904297,-69.65464019775389,-57.657936096191406,-111.24132537841795,-92.0058135986328,-65.97013092041016,-115.20259857177734,-139.11795043945312,-113.61150360107422,-80.01715087890625,-87.86105346679688,-59.82206344604492,-80.925537109375,-106.75162506103516,-55.94815444946289,-86.11038208007812,-96.39181518554688,-126.24494934082031,-86.7663803100586,-112.42181396484376,-94.7715835571289,-126.83016967773438,-128.2103271484375,-117.92318725585938,-190.2040557861328,-95.25291442871094,-97.18106842041016,-214.9930877685547,-98.705810546875,-118.2404327392578,-165.36175537109375,-130.70266723632812,-130.71501159667972,-141.42147827148438,-126.36180877685548,-234.74522399902344,-97.44271850585938,-103.43184661865234,-185.1830596923828,-122.94960021972656,-136.44981384277344,-202.8889617919922
-47.15153503417969,-46.03797149658203,-57.45616912841797,-80.91768646240234,-355.82733154296875,-83.35032653808594,-31.10404968261719,-55.02912521362305,-31.20949745178223,-75.02719116210938,-72.86359405517578,-35.88252258300781,-74.64115905761719,-57.31378555297852,-46.40081405639648,-118.39224243164062,-55.00230026245117,-100.65390014648438,-103.99359893798828,-111.3772964477539,-93.8423309326172,-105.39715576171876,-57.38563919067383,-85.90393829345703,-111.06316375732422,-73.37730407714844,-86.05352020263672,-97.08229064941406,-145.0752716064453,-163.70640563964844,-76.92631530761719,-105.90835571289062,-125.83656311035156,-94.6383056640625,-144.4287109375,-154.25633239746094,-96.9901885986328,-135.96014404296878,-127.99241638183594,-97.83810424804688,-134.905029296875,-172.789306640625,-97.03823852539062,-164.8650360107422,-139.24186706542972,-146.44036865234375,-131.22349548339844,-181.1696929931641,-126.3590316772461,-109.1226577758789,-159.7394256591797,-163.44821166992188,-134.68753051757812,-181.44171142578125
-48.06355285644531,-40.48225402832031,-47.86919021606445,-69.41349792480469,-314.9871826171875,-76.76077270507812,-13.0477294921875,-50.16823959350586,-14.824305534362793,-77.43026733398438,-86.9706039428711,-81.38595581054688,-84.61217498779297,-84.9544448852539,-62.95048522949219,-106.55857849121094,-69.81806945800781,-104.13386535644531,-75.17304992675781,-89.65696716308594,-187.0110321044922,-81.19869232177734,-55.50376510620117,-112.5432357788086,-90.60037994384766,-64.3475341796875,-123.20866394042969,-120.95310974121094,-143.57073974609375,-139.37330627441406,-93.12242889404295,-95.45731353759766,-61.10523223876953,-97.0573501586914,-127.95205688476562,-140.20936584472656,-90.86812591552734,-88.45867919921875,-119.97219848632812,-112.49394989013672,-116.08685302734376,-116.57916259765624,-111.2863540649414,-114.68449401855469,-130.20973205566406,-143.07754516601562,-151.62120056152344,-155.4644012451172,-105.73810577392578,-160.55984497070312,-102.58032989501952,-134.85145568847656,-173.07614135742188,-130.52188110351562
-37.53877639770508,-55.56306838989258,-51.13481521606445,-72.35254669189453,-343.03594970703125,-74.11569213867188,-48.677589416503906,-49.71639633178711,-12.82254409790039,-90.50113677978516,-44.773399353027344,-82.35948944091797,-99.4827117919922,-71.25835418701172,-68.84104156494139,-129.22789001464844,-59.91569900512695,-110.78443145751952,-93.66634368896484,-75.84220886230469,-113.16992950439452,-82.65869903564453,-49.60150146484375,-74.91073608398438,-99.59529876708984,-73.94020080566406,-55.650169372558594,-77.60932922363281,-85.03223419189453,-161.73779296875,-81.62397766113281,-61.98131942749024,-138.16018676757812,-94.35336303710938,-91.65848541259766,-170.79525756835938,-103.27819061279295,-120.2853775024414,-116.1273193359375,-125.07308197021484,-87.67607879638672,-96.64543151855469,-113.47444915771484,-111.40502166748048,-115.25174713134766,-219.85833740234366,-165.45504760742188,-143.88768005371094,-157.8245849609375,-144.4549560546875,-126.3536148071289,-213.4688415527344,-187.4291229248047,-149.56507873535156
-40.65516662597656,-56.89790344238281,-47.93135070800781,-63.70771026611328,-337.72900390625,-60.6520004272461,-53.80607223510742,-43.565223693847656,-44.858482360839844,-94.70541381835938,-84.8665542602539,-102.65475463867188,-99.87090301513672,-85.73701477050781,-99.02825164794922,-123.1491470336914,-103.11022186279295,-112.59974670410156,-96.85464477539062,-99.4464340209961,-111.74738311767578,-106.40039825439452,-70.29307556152344,-100.97889709472656,-101.75938415527344,-102.6827621459961,-80.5909194946289,-142.8870391845703,-88.00384521484375,-152.0941925048828,-96.59616088867188,-74.39950561523438,-120.17252349853516,-150.02967834472656,-84.24209594726562,-139.87519836425778,-137.26119995117188,-104.2579116821289,-106.55203247070312,-138.87727355957028,-108.89485168457031,-124.07414245605469,-158.65890502929688,-118.75828552246094,-113.90007781982422,-139.04672241210938,-154.50502014160156,-140.14848327636722,-132.85391235351562,-155.9268341064453,-104.71145629882812,-155.56089782714844,-182.5551605224609,-122.93047332763672
-46.90033721923828,-54.28398895263672,-55.25341415405274,-68.15519714355469,-352.90325927734375,-78.36287689208984,-24.00457763671875,-43.75228118896485,-55.04682540893555,-88.74188995361328,-85.35660552978516,-67.07450866699219,-87.2140121459961,-90.44198608398438,-49.75874710083008,-109.91409301757812,-96.22955322265624,-95.61194610595705,-74.31809997558594,-131.78952026367188,-108.37066650390624,-80.27300262451172,-87.25459289550781,-59.247962951660156,-95.42770385742188,-117.3616943359375,-83.5389175415039,-147.66744995117188,-85.68707275390625,-93.08907318115234,-127.15515899658205,-113.37763214111328,-93.22584533691406,-129.54029846191406,-116.81912994384766,-124.78936004638672,-132.79397583007812,-122.6328125,-119.71509552001952,-130.27899169921878,-120.52633666992188,-130.9888916015625,-84.85549926757812,-150.19357299804688,-126.97267150878906,-157.95408630371094,-135.81233215332028,-123.89482879638672,-106.84358978271484,-130.23478698730472,-83.920654296875,-143.828369140625,-162.9001007080078,-128.1621856689453
-58.20738220214844,-40.98682403564453,-45.66558837890625,-79.68299865722656,-348.7076110839844,-72.35990905761719,-26.00992774963379,-51.50727081298828,-36.69759750366211,-84.558837890625,-75.3405990600586,-82.28102111816406,-89.50733184814453,-86.88966369628906,-69.68022155761719,-120.82825469970705,-90.65203857421876,-99.31106567382812,-124.00399780273438,-99.36882781982422,-171.07603454589844,-95.87024688720705,-73.81026458740234,-115.32496643066406,-107.9867935180664,-113.56291198730469,-130.36871337890622,-127.22341918945312,-81.67732238769531,-118.07183074951172,-89.24921417236328,-63.53979873657226,-73.85599517822266,-129.45091247558594,-78.81973266601562,-120.86538696289062,-127.8363800048828,-116.18302917480469,-97.4196319580078,-153.35855102539062,-118.30967712402344,-112.4827651977539,-136.51426696777344,-145.97532653808594,-115.3262176513672,-181.43675231933602,-167.02682495117188,-151.63038635253906,-141.26072692871094,-140.63632202148438,-138.2137451171875,-149.2005157470703,-175.572021484375,-182.28366088867188
-52.5091438293457,-49.45104217529297,-46.36858749389648,-71.7876968383789,-319.6428527832031,-41.34187698364258,-33.90267562866211,-49.85488510131836,-26.93390655517578,-89.86032104492188,-60.46160507202149,-97.54676055908205,-89.80255889892578,-83.9459228515625,-65.18302154541016,-115.12842559814452,-87.57386016845703,-89.67019653320312,-82.55722045898438,-107.4674835205078,-78.5184326171875,-79.69293212890625,-54.34071731567383,-58.97679901123047,-89.10689544677734,-67.99330139160156,-60.85419464111328,-111.97689056396484,-135.63139343261722,-85.90850067138672,-90.01044464111328,-86.8115234375,-100.8388214111328,-101.65536499023438,-132.81307983398438,-110.62784576416016,-126.46133422851562,-115.57502746582031,-102.4753875732422,-129.3514404296875,-154.47093200683594,-124.10242462158205,-106.1990737915039,-144.110107421875,-142.73345947265625,-144.8897247314453,-121.71165466308594,-212.93832397460938,-140.96339416503906,-121.49154663085938,-191.3018493652344,-163.14877319335938,-139.6693115234375,-194.3682861328125
-56.08906555175781,-45.2095832824707,-48.59601974487305,-78.40933227539062,-314.1502685546875,-73.2360610961914,-27.81396293640137,-37.02851486206055,-48.772315979003906,-42.418758392333984,-33.34389877319336,-84.23738861083984,-73.8681869506836,-64.35531616210939,-79.70111846923828,-100.4832000732422,-51.68081283569336,-116.34976959228516,-110.40868377685548,-94.3372573852539,-78.40860748291016,-101.82266998291016,-78.65473175048828,-49.62560653686523,-102.99171447753906,-70.88321685791016,-71.48443603515625,-97.03143310546876,-113.37381744384766,-91.56108856201172,-127.43926239013672,-84.11734008789062,-65.51694488525389,-135.97993469238278,-99.1739730834961,-117.43882751464844,-122.37139892578124,-104.02997589111328,-138.92289733886722,-168.5057373046875,-123.6623764038086,-168.87538146972656,-142.65744018554688,-112.4540023803711,-153.80203247070312,-143.01361083984375,-219.07041931152344,-191.03305053710938,-100.4101791381836,-162.408203125,-136.77313232421878,-163.042724609375,-232.40866088867188,-163.42137145996094
-49.16591262817383,-45.18907165527344,-52.08584594726562,-67.19003295898439,-317.1756896972656,-68.01180267333984,-50.54533767700195,-43.93449783325195,-52.90644454956055,-70.38525390625,-47.13019180297852,-54.14807510375977,-99.310546875,-63.0330810546875,-77.52388763427734,-104.86591339111328,-72.0938949584961,-93.3928451538086,-144.71737670898438,-61.43610763549805,-137.29234313964844,-108.3354949951172,-74.6523208618164,-106.71076202392578,-125.3289566040039,-102.03192138671876,-94.42244720458984,-81.74054718017578,-135.03987121582028,-84.1578598022461,-86.25289154052734,-121.01874542236328,-75.43416595458984,-69.84823608398439,-135.41696166992188,-106.28953552246094,-178.15341186523438,-102.677978515625,-122.07915496826172,-221.45864868164062,-131.6329345703125,-155.8247833251953,-182.4596405029297,-105.08757019042969,-101.27214813232422,-214.7124786376953,-102.91893005371094,-175.46441650390625,-173.3493194580078,-98.27986145019531,-125.33123779296876,-208.54315185546875,-129.67073059082028,-144.4683837890625
-58.95389175415039,-49.9111557006836,-48.64205932617188,-51.6134033203125,-303.1816711425781,-66.31219482421875,-33.74503707885742,-43.49937438964844,-25.52094841003418,-57.97272872924805,-85.16681671142578,-66.42842864990234,-87.95927429199219,-81.73331451416016,-65.50871276855469,-117.44132232666016,-100.71990966796876,-109.92529296875,-65.11748504638672,-70.09618377685547,-124.06436920166016,-82.40229797363281,-56.09884643554688,-93.0730972290039,-85.08361053466797,-87.72665405273438,-106.80558013916016,-125.7511215209961,-126.6214599609375,-116.28662109375,-85.80059051513672,-107.99069213867188,-82.37176513671875,-108.69237518310548,-105.67610168457031,-121.3030776977539,-139.18342590332028,-116.5046615600586,-111.43380737304688,-166.32818603515625,-158.53041076660156,-120.72755432128906,-148.0248565673828,-128.48701477050778,-155.9746551513672,-160.79989624023438,-158.89511108398438,-158.39381408691406,-150.6705322265625,-146.3489227294922,-110.57852172851562,-130.26153564453122,-157.52096557617188,-154.45046997070312
-52.96323013305664,-54.7971076965332,-52.76666641235352,-65.60944366455078,-313.6957092285156,-70.16777801513672,-44.66341400146485,-50.41777801513672,-40.99871826171875,-72.4599838256836,-36.28487777709961,-93.43338012695312,-96.38619232177734,-45.07249069213867,-99.4265365600586,-95.66130065917969,-55.98850631713867,-128.393798828125,-76.80949401855469,-94.35609436035156,-144.26797485351562,-66.22561645507811,-70.07023620605469,-124.91117095947266,-93.91036987304688,-72.84834289550781,-137.8636474609375,-129.3048095703125,-101.56771850585938,-104.53755950927734,-109.45674896240234,-83.97356414794922,-59.970298767089844,-106.17787170410156,-85.0931396484375,-111.40650177001952,-120.0501708984375,-145.97659301757812,-91.54645538330078,-120.3791961669922,-167.928955078125,-95.35734558105469,-135.63775634765622,-172.7949981689453,-106.17898559570312,-159.41957092285156,-97.79145050048828,-215.04180908203125,-104.0384521484375,-106.06033325195312,-175.27772521972656,-198.0570373535156,-135.27053833007812,-201.25189208984375
-63.16091918945313,-38.14097595214844,-54.44099807739258,-84.76225280761719,-307.7806396484375,-65.80191802978516,-40.90419006347656,-47.18999862670898,-11.755807876586914,-92.21673583984376,-80.2609634399414,-71.12885284423828,-111.70877838134766,-80.52252197265625,-55.06245040893555,-87.020751953125,-98.05834197998048,-74.01947021484375,-123.81565856933594,-103.41082763671876,-128.33341979980472,-99.09847259521484,-68.81270599365234,-76.51248931884766,-122.69947814941406,-68.81964111328125,-112.73744201660156,-103.52672576904295,-119.54288482666016,-158.44444274902344,-99.95487213134766,-104.45384216308594,-126.58074188232422,-86.61073303222656,-110.96360778808594,-151.8932647705078,-115.64657592773438,-94.865234375,-83.21011352539062,-151.5293731689453,-120.69100952148438,-102.7851104736328,-134.550537109375,-136.30279541015622,-106.3884735107422,-161.5377197265625,-188.6330718994141,-157.84690856933594,-110.70844268798828,-156.16693115234375,-117.94482421875,-110.71472930908205,-205.6971435546875,-158.11997985839844
-55.94477462768555,-37.670799255371094,-46.44860076904297,-72.93964385986328,-298.25787353515625,-67.24420166015625,-23.714038848876953,-51.22732925415039,-31.025619506835927,-53.28253936767578,-56.5986442565918,-95.5068817138672,-73.38343811035156,-66.79123687744139,-80.8746566772461,-82.12078857421875,-78.74034881591797,-107.8078384399414,-71.2976303100586,-67.05177307128906,-96.6270751953125,-64.589599609375,-78.41511535644531,-92.32579803466795,-82.05467987060547,-78.79048156738281,-73.54981994628906,-82.60043334960938,-87.16544342041016,-112.97162628173828,-83.50841522216797,-83.88911437988281,-124.234130859375,-67.50643920898439,-72.1635971069336,-150.01431274414062,-111.99459838867188,-107.95719909667969,-111.32632446289062,-145.819091796875,-155.59579467773438,-148.7786865234375,-128.24052429199222,-128.18649291992188,-139.7281494140625,-155.29029846191406,-155.67120361328125,-170.84571838378906,-110.4061279296875,-129.575927734375,-161.28857421875,-133.56660461425778,-138.63206481933594,-184.34205627441406
-53.88372421264648,-48.29402160644531,-47.06471633911133,-60.10433578491211,-285.8846740722656,-59.7428092956543,-37.30491256713867,-45.50740051269531,-28.58114051818848,-43.288822174072266,-70.76082611083984,-81.21891021728516,-84.23030090332031,-54.12386703491211,-54.590232849121094,-70.09975433349611,-75.87344360351562,-101.37759399414062,-93.5376968383789,-87.25141906738281,-139.32778930664062,-100.16143035888672,-82.04057312011719,-100.7012176513672,-106.84580993652344,-85.87670135498047,-112.53831481933594,-135.546875,-111.38172149658205,-101.63191986083984,-102.11611938476562,-106.70523834228516,-88.95710754394531,-124.57534790039062,-86.62294006347656,-112.55140686035156,-121.93260955810548,-168.8770294189453,-136.0880126953125,-148.6938934326172,-190.83868408203125,-148.3607940673828,-134.76315307617188,-167.5010986328125,-154.8603515625,-133.84938049316406,-119.81165313720705,-178.23719787597656,-102.47034454345705,-82.82940673828125,-158.48008728027344,-144.98397827148438,-136.07997131347656,-187.87106323242188
-60.86809158325195,-54.31018829345703,-48.46868515014648,-43.439361572265625,-284.33050537109375,-70.42313385009766,-57.617225646972656,-49.0018196105957,-50.836219787597656,-35.74159240722656,-50.34254455566406,-81.52415466308594,-74.8102798461914,-41.73855972290039,-95.41134643554688,-59.86603927612305,-69.64664459228516,-103.5726089477539,-149.45553588867188,-182.51382446289062,-132.3321533203125,-98.77240753173828,-131.66218566894528,-85.67369079589844,-135.10440063476562,-151.64852905273438,-102.72837829589844,-90.39157104492188,-111.8634033203125,-109.71246337890624,-104.64356231689452,-62.92056274414063,-143.82034301757812,-113.73821258544922,-104.33841705322266,-169.11073303222656,-122.7467041015625,-80.0775375366211,-117.56658172607422,-126.41485595703124,-113.30693817138672,-146.4927520751953,-129.67454528808594,-97.09903717041016,-151.1254425048828,-137.99575805664062,-215.97511291503903,-136.36489868164062,-142.61334228515625,-170.51467895507812,-124.33931732177734,-143.86697387695312,-208.9202117919922,-157.62779235839844
-64.7784423828125,-42.62360763549805,-43.36669921875,-91.4889907836914,-282.6822814941406,-68.27191162109375,-27.68182945251465,-46.32819366455078,-24.56608772277832,-59.79890823364258,-48.66164779663086,-79.86124420166016,-91.49415588378906,-51.26371383666992,-85.46260070800781,-74.08320617675781,-65.49567413330078,-115.49679565429688,-52.93636703491211,-103.69345092773438,-120.97537994384766,-70.07051086425781,-71.38780212402344,-54.81770324707031,-87.04537200927734,-93.07874298095705,-65.60282135009766,-81.84688568115234,-95.64236450195312,-95.02369689941406,-91.21185302734376,-94.31283569335938,-74.25151062011719,-83.72445678710938,-105.5261459350586,-99.44786071777344,-97.30419921875,-97.79440307617188,-111.44666290283205,-133.42619323730472,-99.21063232421876,-129.69755554199222,-142.35202026367188,-140.13984680175778,-144.98817443847656,-181.7955322265625,-157.8660125732422,-126.82150268554688,-110.56089782714844,-95.35543823242188,-104.36954498291016,-170.15948486328125,-177.51068115234375,-128.974365234375
-55.6065788269043,-40.68991088867188,-55.02080154418945,-71.64921569824219,-281.12026977539057,-75.02544403076172,-15.574820518493652,-43.06797790527344,-62.64472961425781,-81.67008972167969,-77.4102554321289,-64.53628540039061,-106.24011993408205,-73.08020782470703,-65.74603271484375,-101.10060119628906,-87.36836242675781,-98.88680267333984,-132.83888244628906,-82.71270751953125,-105.97232055664062,-109.92742156982422,-74.02870178222656,-58.38645935058594,-118.82575225830078,-83.9657974243164,-56.56508255004883,-107.73316955566406,-135.19422912597656,-95.7915496826172,-125.70162963867188,-97.78681182861328,-76.50859832763672,-100.4583511352539,-114.87793731689452,-96.97357940673828,-93.1259307861328,-112.33473205566406,-96.67656707763672,-145.85794067382812,-121.94011688232422,-115.2839584350586,-119.78797149658205,-134.22120666503906,-117.7741928100586,-138.19685363769528,-135.35664367675778,-213.162109375,-121.30779266357422,-87.47512817382812,-160.36566162109375,-165.34197998046875,-124.9717254638672,-230.6384735107422
-61.76546096801758,-39.287681579589844,-48.39277267456055,-66.93876647949219,-282.6633605957031,-62.29375839233398,-44.128761291503906,-44.12533187866211,-6.553531169891357,-47.932838439941406,-77.43376159667969,-51.817466735839844,-80.94685363769531,-64.11992645263672,-62.82052230834961,-79.12420654296875,-94.73538208007812,-74.70697784423828,-76.5778579711914,-64.30647277832031,-108.88020324707031,-108.8587646484375,-60.72468566894531,-71.93008422851562,-84.21627044677734,-98.33475494384766,-95.64514923095705,-109.9562759399414,-139.68614196777344,-86.10527038574219,-98.17599487304688,-119.22943878173828,-98.8102035522461,-116.63380432128906,-135.50407409667972,-125.16007232666016,-158.7023162841797,-108.3978042602539,-173.44583129882812,-185.31576538085938,-88.35899353027344,-196.00726318359366,-192.1360321044922,-119.36737823486328,-185.29080200195312,-138.28759765625,-130.61848449707028,-163.3400115966797,-98.64486694335938,-102.90388488769531,-112.90520477294922,-115.90408325195312,-118.83771514892578,-126.5686264038086
-61.19284057617188,-46.15399551391602,-47.70619201660156,-63.39268493652344,-296.7453308105469,-63.40816116333008,-30.134130477905273,-45.8591423034668,-10.365757942199707,-34.848499298095696,-85.40917205810547,-40.452598571777344,-55.63071060180664,-66.37247467041016,-58.19876480102539,-73.00162506103516,-93.21895599365234,-64.84603118896484,-131.71897888183594,-104.22482299804688,-114.26576232910156,-140.39170837402344,-92.10340118408205,-82.86438751220703,-118.77091979980469,-116.29429626464844,-81.54812622070312,-139.02928161621094,-136.89738464355472,-114.50455474853516,-127.6291961669922,-121.8818359375,-80.32376861572266,-141.74925231933594,-147.94744873046875,-106.91165161132812,-81.45560455322266,-136.95063781738278,-113.11007690429688,-100.52545166015624,-159.42555236816406,-121.92464447021484,-106.43605041503906,-118.22737884521484,-134.30546569824222,-132.91647338867188,-120.46248626708984,-167.91722106933594,-117.29035949707031,-85.86295318603516,-97.17061614990234,-159.19053649902344,-102.2927474975586,-156.96560668945312
-65.51401519775389,-40.06574249267578,-42.32145309448242,-74.29804992675781,-303.761474609375,-67.58958435058594,-52.09087371826172,-46.92611312866211,-35.14881134033203,-52.30368041992188,-67.74341583251953,-99.84039306640624,-83.93267822265625,-52.97516250610352,-92.16148376464844,-78.55033111572266,-74.38274383544922,-107.73401641845705,-140.45777893066406,-66.62528228759766,-119.47492980957031,-139.75418090820312,-59.57934951782226,-78.08918762207031,-138.10667419433594,-91.7048568725586,-73.73905181884766,-87.91465759277344,-142.4125518798828,-75.78077697753906,-68.48201751708984,-102.67688751220705,-71.91252899169922,-83.40709686279297,-119.1609878540039,-87.27107238769531,-111.27265167236328,-102.95011138916016,-93.26350402832031,-114.40099334716795,-110.92333984375,-120.51476287841795,-97.8723373413086,-146.85025024414062,-99.45240020751952,-144.29074096679688,-226.4722900390625,-145.11155700683594,-165.4173583984375,-182.81105041503903,-105.26185607910156,-195.2169647216797,-223.8867950439453,-157.32176208496094
-60.7567024230957,-48.17074584960938,-44.12670135498047,-79.0278549194336,-298.8496398925781,-72.34323120117188,-24.25579071044922,-47.84899139404297,-61.32085418701172,-67.61871337890625,-79.97782897949219,-75.95177459716797,-78.69438171386719,-79.67159271240234,-109.0030288696289,-90.8335189819336,-92.10572814941406,-94.21053314208984,-75.28351593017578,-103.97106170654295,-152.89743041992188,-72.46720886230469,-60.68432235717773,-94.9604263305664,-77.74163818359375,-76.06560516357422,-111.79931640625,-64.41562652587889,-108.50917053222656,-72.5903091430664,-53.1542854309082,-113.51876831054688,-68.225341796875,-75.94176483154297,-118.8574676513672,-83.60564422607422,-154.49464416503906,-122.83968353271484,-127.44728088378906,-212.176025390625,-135.99481201171878,-166.71702575683594,-176.42652893066406,-131.02896118164062,-119.52413940429688,-108.57000732421876,-114.31512451171876,-141.64361572265625,-82.94371032714844,-103.44110107421876,-99.5776596069336,-157.1763916015625,-131.56732177734378,-191.01608276367188
-58.04157257080078,-35.59035873413086,-49.30363082885742,-85.512451171875,-300.3044128417969,-71.48672485351562,-25.79001808166504,-51.98125839233398,-59.93165969848633,-59.20981216430664,-78.79070281982422,-80.0833740234375,-75.52916717529297,-71.04420471191406,-109.1781768798828,-98.99508666992188,-92.15425872802734,-98.1377410888672,-56.4321517944336,-95.11296844482422,-129.38003540039062,-69.99482727050781,-81.91809844970703,-73.51179504394531,-71.36210632324219,-105.16859436035156,-106.08518981933594,-152.85887145996094,-118.653564453125,-94.4892349243164,-136.82319641113278,-81.90231323242188,-102.76583862304688,-139.50920104980472,-120.72321319580078,-95.87179565429688,-112.72306060791016,-168.4576873779297,-88.46680450439453,-119.96564483642578,-164.96412658691406,-112.19750213623048,-110.0073013305664,-175.32235717773438,-105.6037139892578,-178.49884033203125,-96.60911560058594,-185.3446502685547,-157.08547973632812,-91.91261291503906,-162.90028381347656,-185.15155029296875,-120.87247467041016,-184.31512451171875
-46.06229019165039,-53.49724960327149,-50.783058166503906,-54.0285758972168,-308.7363586425781,-70.83836364746094,-22.85180282592773,-46.71818542480469,-62.03863525390625,-34.939403533935554,-60.135536193847656,-36.1297721862793,-61.6209716796875,-63.09299087524414,-80.90533447265625,-95.39681243896484,-60.70114517211914,-52.57271194458008,-127.20648193359376,-123.86884307861328,-129.17630004882812,-111.20367431640624,-92.92234802246094,-102.02729034423828,-108.32186126708984,-90.0577392578125,-93.3311538696289,-103.70193481445312,-175.21466064453125,-104.32291412353516,-106.8112335205078,-132.64271545410156,-64.42057800292969,-101.12065887451172,-154.79066467285156,-94.32102966308594,-147.52903747558594,-146.0309295654297,-111.95804595947266,-170.8001708984375,-159.67477416992188,-131.75650024414062,-124.79627227783205,-156.2557830810547,-129.86679077148438,-105.5464324951172,-155.06724548339844,-205.02044677734366,-112.86065673828124,-128.06179809570312,-187.73878479003903,-123.96815490722656,-147.85951232910156,-199.63157653808594
-51.65802001953125,-39.149375915527344,-51.14718627929688,-66.12612152099611,-293.61187744140625,-76.60649871826172,-52.775779724121094,-50.44123458862305,-44.3953971862793,-86.94721221923828,-77.20526123046875,-83.92977905273438,-95.58812713623048,-73.58307647705078,-83.3377456665039,-118.28104400634766,-91.17247009277344,-92.96018981933594,-129.52813720703122,-125.7920913696289,-102.9620132446289,-121.12890625,-74.42166900634766,-114.4529266357422,-112.46874237060548,-106.33848571777344,-78.74040222167969,-121.08411407470705,-103.32738494873048,-145.480224609375,-123.1497802734375,-68.49333953857422,-122.22232055664062,-123.32772827148438,-88.83092498779297,-159.9410858154297,-101.79029846191406,-176.35601806640625,-149.92282104492188,-89.70391082763672,-196.4459686279297,-164.07931518554688,-86.32012176513672,-204.1096343994141,-146.6638641357422,-105.1785659790039,-115.5728988647461,-162.57481384277344,-91.1180648803711,-90.03231811523438,-136.83937072753906,-122.33483123779295,-144.37863159179688,-126.76333618164062
